similarity,match_budget,match_location,match_duration,match_rating,label,tour_name,timestamp
0.0,1,1,1,1,1,Tour Limousine Tây Nguyên 3N3Đ: HCM - Măng Đen - Kom Tum - Gia Lai - Buôn Mê Thuột - Tà Đùng,2025-07-30T00:25:35.929405
0.0,1,1,1,1,1,Tour Khám Phá Tây Nguyên Huyền Bí 3N3Đ: HCM - Măng Đen - Tà Đùng,2025-07-30T00:25:35.941860
0.0,1,1,1,1,1,Tour Tây Nguyên 3N3Đ: HCM - Tà Đùng - Buôn Mê Thuột - BBQ Thịt Nướng (Xe Limousine),2025-07-30T00:25:35.943140
0.0,0,1,1,1,0,Tour Tây Nguyên 3N2Đ: HCM - Măng Đen - Ngã 3 Đông Dương - Khẩu Bờ Y- Gia Lai,2025-07-30T00:25:35.944182
0.0,1,1,1,1,1,Tour Cao Cấp Tây Nguyên 3N3Đ: HCM - Tà Đùng - Buôn Mê Thuột - Thác Dray Nur,2025-07-30T00:25:35.945360
0.0,1,1,1,0,1,Tour Tây Nguyên 3N2Đ: Khám Phá Tà Đùng - Buôn Mê Thuột - Thác Draysap - Chùa Sắc Tứ Khải Đoan,2025-07-30T00:25:35.946386
0.0,0,0,0,0,0,Tour Đà Nẵng 4N3Đ: HCM - Hội An - Quảng Bình - Huế,2025-07-30T00:25:35.947375
0.0,0,0,1,1,0,Tour Đà Nẵng 3N2Đ: HCM - Đà Nẵng - Rừng Dừa Bảy Mẫu - Hội An - Bà Nà Hills,2025-07-30T00:25:35.948490
0.0,0,0,0,1,0,Tour Miền Trung 4N3Đ: HCM - Đà Nẵng - Hội An - Huế - Quảng Bình - Động Phong Nha,2025-07-30T00:25:35.949855
0.0,0,0,0,1,0,Tour Đà Nẵng - Huế 4N3Đ: Bà Nà - Phố Cổ Hội An - Cố Đô Huế,2025-07-30T00:25:35.950921
0.0,0,0,0,1,0,Tour Miền Trung 4N3Đ: HCM - Đà Nẵng - Hội An - Huế - Quảng Bình,2025-07-30T00:25:35.951915
0.0,0,0,0,1,0,Tour Xe Lửa Miền Trung 5N4Đ: HCM - Đà Nẵng - Hội An - Huế,2025-07-30T00:25:35.953228
0.0,0,0,0,1,0,Tour Đà Nẵng 4N3Đ: HCM - Hội An - Quảng Bình - Huế,2025-07-30T00:25:35.954211
0.0,1,0,0,0,0,Tour Miền Trung 4N3Đ: Đà Nẵng - Chùa Quan Thế Âm - Hội An - Bà Nà - Huế - Phong Nha,2025-07-30T00:25:35.955213
0.0,1,0,0,1,0,Tour Đà Nẵng Trong Ngày: Tham Quan Cù Lao Chàm,2025-07-30T00:25:35.956253
0.0,0,0,0,1,0,Tour Miền Trung 5N4Đ (Đón từ Đà Nẵng): Bán Đảo Sơn Trà - Hội An - Bà Nà - Huế - Phong Nha,2025-07-30T00:25:35.957464
0.0,1,0,0,1,0,Tour Đà Nẵng Trong Ngày: Bà Nà Hill - Quyến Rũ Làng Pháp,2025-07-30T00:25:35.958601
0.0,1,0,1,1,0,Tour Miền Trung 3N2Đ (Đón từ Đà Nẵng): Bà Nà - Cố Đô Huế - Thánh Địa La Vang - Động Phong Nha,2025-07-30T00:25:35.959617
0.0,0,0,0,1,0,Tour Đà Nẵng 4N3Đ: Hà Nội - Đà Nẵng - Bà Nà - Hội An - Cố Đô Huế,2025-07-30T00:25:35.960615
0.0,1,0,1,1,0,Tour Đà Nẵng 3N2Đ (Đón Từ Đà Nẵng): Bán Đảo Sơn Trà - Cù Lao Chàm - Hội An - Bà Nà,2025-07-30T00:25:35.961631
0.098,1,0,0,0,0,Tour Tham Quan Đà Nẵng 2h: Bán Đảo Sơn Trà - Lặn Biển Ngắm San Hô Câu Cá,2025-07-30T00:25:35.962646
0.0,1,0,1,1,0,Tour Đà Nẵng 3N2Đ: Chùa Quan Thế Âm - Phố Cổ Hội An - Bà Nà - Cố Đô Huế,2025-07-30T00:25:35.963629
0.0,1,0,0,1,0,Tour Đà Nẵng Trong Ngày: Khám Phá Chùa Linh Ứng - Ngũ Hành Sơn - Hội An,2025-07-30T00:25:35.964680
0.0,1,0,0,1,0,Tour Đà Nẵng Trong Ngày: Ngũ Hành Sơn - Phố Cổ Hội An,2025-07-30T00:25:35.965873
0.0,1,0,1,1,0,Tour Miền Trung 3N2Đ (Đón từ Đà Nẵng): Khám Phá Sơn Trà - Phố Cổ Hội An - Bà Nà - Rừng Dừa Bảy Mẫu,2025-07-30T00:25:35.966974
0.0,0,0,0,0,0,Tour Đà Nẵng 4N3Đ: Hà Nội - Đà Nẵng - Hội An - Bà Nà - Rừng Dừa Bảy Mẫu,2025-07-30T00:25:35.967990
0.0,1,0,1,1,0,Tour Đà Nẵng 3N2Đ: Sơn Trà - Chùa Quan Thế Âm - Hội An - Bà Nà,2025-07-30T00:25:35.968990
0.0,1,0,0,1,0,Tour Đà Nẵng Trong Ngày: Khám Phá Núi Thần Tài,2025-07-30T00:25:35.969972
0.0,0,0,0,1,0,Tour Đà Nẵng 4N3Đ: Hà Nội - Huế - Đà nẵng - Bà Nà - Hội An,2025-07-30T00:25:35.970977
0.0,0,0,0,0,0,Tour Miền Trung 4N3Đ: Hà Nội - Đà Nẵng - Sơn Trà - Bà Nà Hills - Hội An,2025-07-30T00:25:35.971972
0.0,0,0,0,0,0,Tour Miền Trung 4N3Đ: Hà Nội - Đà Nẵng - Bà Nà Hill - Hội An - Huế,2025-07-30T00:25:35.973027
0.0,1,0,0,1,0,Tour Miền Trung 4N3Đ (Đón từ Đà Nẵng): Khám Phá Sơn Trà - Hội An - Bà Nà - Huế,2025-07-30T00:25:35.974350
0.0,0,0,0,1,0,Tour Đà Nẵng 4N3Đ: HCM - Huế - Quảng Bình - Đà Nẵng - Hội An,2025-07-30T00:25:35.975450
0.0,0,0,0,1,0,Tour Miền Bắc 5N4Đ: HCM - Hà Nội - Sapa - Lào Cai - Ninh Bình - Hạ Long,2025-07-30T00:25:35.976469
0.0,0,0,0,1,0,Tour Miền Bắc 5N4Đ: HCM - Hà Nội - Hạ Long - Tràng An - Ninh Bình - Tam Chúc - Sapa,2025-07-30T00:25:35.977460
0.0,0,0,0,0,0,Tour Hạ Long 2N1Đ: Du Thuyền 6* Catherine Cruise,2025-07-30T00:25:35.978455
0.0,0,0,0,1,0,Tour Miền Bắc 5N4Đ: HCM - Sapa - Bái Đính - Tràng An - Hạ Long,2025-07-30T00:25:35.979430
0.0,0,0,0,0,0,Tour Liên Tuyến Miền Bắc 4N3Đ: Hà Nội - Hạ Long - Sapa - Fansipan,2025-07-30T00:25:35.980422
0.0,0,0,0,1,0,Tour Liên Tuyến Miền Bắc 4N3Đ: Hà Nội - Ninh Bình - Vịnh Hạ Long,2025-07-30T00:25:35.981438
0.0,0,0,0,1,0,Tour Liên Tuyến Miền Bắc 5N4Đ: Hà Nội - Ninh Bình - Hạ Long - Sapa - Fansipan,2025-07-30T00:25:35.982626
0.0,0,0,0,1,0,Tour Miền Bắc 6N5Đ: Hà Nội - Ninh Bình - Bái Đính - Tràng An - Hạ Long - Sapa,2025-07-30T00:25:35.983745
0.0,1,0,0,1,0,Tour Hạ Long 2N1Đ: Hà Nội - Vịnh Hạ Long - Hạ Long Park - Bãi Cháy,2025-07-30T00:25:35.984768
0.0,1,0,0,1,0,Tour Hạ Long Trong Ngày: Hà Nội - Du Thuyền 5 sao Sonata Hạ Long,2025-07-30T00:25:35.985765
0.0,1,0,0,1,0,Tour Du Thuyền Hạ Long 6 Tiếng: Du Thuyền Cao Cấp Alova Premium Cruises,2025-07-30T00:25:35.986812
0.0,1,0,1,0,0,Tour Ninh Bình - Hạ Long 3N2Đ: Hà Nội - Chùa Bái Đính - Tràng An - Hạ Long Park,2025-07-30T00:25:35.987801
0.0,0,0,0,0,0,Tour Hạ Long 2N1Đ: Du Thuyền 5* Ambassador Cruise,2025-07-30T00:25:35.988859
0.0,1,0,0,0,0,Tour Hạ Long 2N1Đ: Du Thuyền 5 Sao Crown Legend,2025-07-30T00:25:35.989860
0.0,0,0,0,0,0,Tour Hạ Long 2N1Đ: Du Thuyền 5 Sao Starlight Cruise,2025-07-30T00:25:35.991083
0.0,1,0,1,1,0,Tour Miền Bắc 3N2Đ: Hà Nội - Bái Đính - Tràng An - Vịnh Hạ Long,2025-07-30T00:25:35.992158
0.0,1,0,1,1,0,Tour Hạ Long 3N2Đ: Hà Nội - Vịnh Hạ Long - Hạ Long Park - Bãi Cháy - Yên Tử (KS 3*),2025-07-30T00:25:35.993197
0.0,0,0,0,0,0,Tour Hạ Long - Lan Hạ 2N1Đ: Du Thuyền 5 Sao Velar Of The Sea - Limousine,2025-07-30T00:25:35.994213
0.0,0,0,0,0,0,Tour Miền Bắc 4N3Đ: HCM - Hà Nội - Hạ Long - Ninh Bình - Tràng An - Tam Chúc,2025-07-30T00:25:35.995219
0.368,1,0,0,0,0,Tour Ninh Bình - Hạ Long 2N1Đ: Hà Nội - Trải Nghiệm Di Sản và Thiên Nhiên Kỳ Vĩ,2025-07-30T00:25:35.996229
0.0,1,0,0,1,0,Tour Hạ Long 2N1Đ: Hà Nội - Hạ Long - Kayak - Titop Du Thuyền 3 Sao,2025-07-30T00:25:35.997235
0.0,0,0,0,1,0,Tour Hạ Long - Lan Hạ 2N1Đ: Du Thuyền 5 Sao La Casta,2025-07-30T00:25:35.998225
0.0,0,0,0,1,0,Tour Liên Tuyến Miền Bắc 5N4Đ: Hà Nội - Ngủ Đêm Du Thuyền Vịnh Lan Hạ - Sapa - Fansipan,2025-07-30T00:25:35.999274
0.0,1,0,0,0,0,Tour Hạ Long 2N1Đ: Hà Nội - Hạ Long - Sửng Sốt - Ti Top - Yên Tử (KS 3*),2025-07-30T00:25:36.000306
0.0,0,0,0,0,0,Tour Hạ Long - Lan Hạ 2N1Đ: Du Thuyền 5 Sao Scarlet Pearl,2025-07-30T00:25:36.001328
0.176,1,0,0,1,0,Tour Du Thuyền Hạ Long 4 Tiếng: Du Thuyền Wego Hạ Long - Động Thiên Cung,2025-07-30T00:25:36.002365
0.0,1,0,0,1,0,Tour Hạ Long Trong Ngày: Du Thuyền 5 Sao La Casta,2025-07-30T00:25:36.003378
0.0,0,0,0,1,0,Tour Liên Tuyến Miền Bắc 6N5Đ: Hà Nội - Ninh Bình - Ngủ Đêm Du Thuyền Vịnh Lan Hạ - Sapa - Fansipan,2025-07-30T00:25:36.004381
0.0,0,0,0,1,0,Tour Hạ Long - Lan Hạ 2N1Đ: Du Thuyền 5 Sao Dora Cruise,2025-07-30T00:25:36.005393
0.0,1,0,0,1,0,Tour Du Thuyền Hạ Long 6 Tiếng: Du Thuyền Wego Halong Cruise,2025-07-30T00:25:36.006404
0.0,1,0,0,1,0,Tour Hạ Long Trong Ngày: Hà Nội - Sửng Sốt - Ti Tốp,2025-07-30T00:25:36.007566
0.0,1,0,0,1,0,Tour Hạ Long Trong Ngày: Du Thuyền Ambassador II 5 Sao,2025-07-30T00:25:36.009320
0.0,0,0,0,1,0,Tour Hạ Long 2N1Đ: Du Thuyền 5* Byaha Âu Cơ Hạ Long,2025-07-30T00:25:36.010521
0.0,0,0,0,0,0,Tour Miền Bắc 5N4Đ: HCM - Hà Nội - Sapa - Bái Đính - Tràng An - Hạ Long,2025-07-30T00:25:36.011603
0.0,0,0,0,1,0,Tour Miền Bắc 5N4Đ: HCM - Hà Nội - Hạ Long - Tràng An - Ninh Bình - Tam Chúc - Sapa,2025-07-30T00:25:36.012667
0.0,0,0,0,0,0,Tour Miền Bắc 4N3Đ: HCM - Hà Nội - Lào Cai - Sapa,2025-07-30T00:25:36.013675
0.0,0,0,0,1,0,Tour Miền Bắc 5N4Đ: HCM - Sapa - Bái Đính - Tràng An - Hạ Long,2025-07-30T00:25:36.014691
0.0,0,0,0,0,0,Tour Liên Tuyến Miền Bắc 4N3Đ: Hà Nội - Hạ Long - Sapa - Fansipan,2025-07-30T00:25:36.015708
0.0,0,0,0,1,0,Tour Liên Tuyến Miền Bắc 5N4Đ: Hà Nội - Ninh Bình - Hạ Long - Sapa - Fansipan,2025-07-30T00:25:36.016852
0.0,1,0,0,1,0,Tour Hạ Long 2N1Đ: Hà Nội - Vịnh Hạ Long - Hạ Long Park - Bãi Cháy,2025-07-30T00:25:36.017939
0.0,1,0,0,1,0,Tour Hà Nội Trong Ngày: Khám Phá Lăng Bác Hồ - Văn Miếu Quốc Tử Giám - Nhà Tù Hỏa Lò,2025-07-30T00:25:36.018986
0.0,1,0,0,1,0,Tour Hà Nội Trong Ngày: Tham quan Chùa Hương,2025-07-30T00:25:36.019992
0.0,1,0,0,1,0,Tour Ninh Bình Trong Ngày: Hà Nội - Bái Đính - Tràng An,2025-07-30T00:25:36.021000
0.0,0,0,0,0,0,Tour Miền Bắc 4N3Đ: HCM - Hà Nội - Hạ Long - Ninh Bình - Tràng An - Tam Chúc,2025-07-30T00:25:36.022006
0.0,1,0,0,1,0,Tour Hạ Long Trong Ngày: Hà Nội - Sửng Sốt - Ti Tốp,2025-07-30T00:25:36.023094
0.0,0,0,0,1,0,Tour Miền Tây 4N3Đ: Mỹ Tho - Bến Tre - Châu Đốc - Cần Thơ - Cà Mau - Bạc Liêu - Sóc Trăng - Hậu Giang,2025-07-30T00:25:36.024236
0.0,1,0,0,1,0,Tour Miền Tây Trong Ngày: HCM - Mỹ Tho - Bến Tre,2025-07-30T00:25:36.025302
0.0,1,0,1,1,0,Tour Miền Tây 3N2Đ: HCM - Bến Tre - Cần Thơ - Cà Mau - Bạc Liêu,2025-07-30T00:25:36.026326
0.0,1,0,0,1,0,Tour Miền Tây 2N1Đ: HCM - Mỹ Tho - Bến Tre - Cần Thơ - Khu Du Lịch Mỹ Khánh,2025-07-30T00:25:36.027352
0.0,1,0,0,1,0,Tour Cao Cấp Miền Tây 2N2Đ: HCM - Cà Mau - Cha Diệp - Sóc Trăng - Bạc Liêu (Xe Limousine),2025-07-30T00:25:36.028363
0.0,1,0,0,0,0,Tour Miền Tây Trong Ngày (Đón từ Cần Thơ): Cần Thơ - Rừng Tràm Trà Sư - Châu Đốc,2025-07-30T00:25:36.029388
0.0,1,0,0,1,0,Tour Miền Tây Trong Ngày (Đón từ Cần Thơ): Cần Thơ - Sóc Trăng - Bạc Liêu,2025-07-30T00:25:36.030386
0.0,1,0,0,1,0,Tour Miền Tây Trong Ngày: Cần Thơ City - Một Ngày Tây Đô,2025-07-30T00:25:36.031406
0.0,1,0,0,1,0,Tour Miền Tây 2N1Đ (Đón từ Cần Thơ): Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau,2025-07-30T00:25:36.032463
0.0,1,0,1,1,0,Tour Miền Tây 3N2Đ (Đón từ Cần Thơ): Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - An Giang,2025-07-30T00:25:36.033492
0.093,1,0,1,1,0,Tour Limousine Miền Tây 3N3Đ: Du Thuyền Cần Thơ - Cực Nam - Mũi Cà Mau - Ăn Cua Biển,2025-07-30T00:25:36.034511
0.0,0,0,0,0,0,Tour Miền Tây 5N4Đ: Hà Nội - Khám Phá Miền Tây Sông Nước - Tây Ninh - Sài Gòn,2025-07-30T00:25:36.035517
